PEDIDO_ERP;CANAL_MARKETING
P10000124301;Busca orgânica
P10000124302;Busca orgânica
P10000124303;Busca orgânica
P10000124304;Busca orgânica
P10000124305;Email
P10000124306;Email
P10000124307;Google Ads
P10000124308;Google Ads
P10000124309;Facebook Ads
P10000124310;Busca orgânica
P10000124311;Referência
P10000124312;Google Ads
P10000124313;
P10000124314;
P10000124315;Busca orgânica
P10000124316;Direto
P10000124317;Busca orgânica
P10000124318;Google Ads
P10000124319;Google Ads
P10000124320;Google Ads
P10000124321;Google Ads
P10000124322;Outros
P10000124323;Google Ads
P10000124324;Google Ads
P10000124325;Direto
P10000124326;Google Ads
P10000124327;Busca orgânica
P10000124328;Busca orgânica
P10000124329;Google Ads
P10000124330;Google Ads
P10000124331;Busca orgânica
P10000124332;Google Ads
P10000124333;Busca orgânica
P10000124334;Google Ads
P10000124335;Google Ads
P10000124336;Email
P10000124337;Outros
P10000124338;Busca orgânica
P10000124339;Busca orgânica
P10000124340;Google Ads
P10000124341;Direto
P10000124342;Facebook Ads
P10000124343;Email
P10000124344;Referência
P10000124345;Google Ads
P10000124346;Busca orgânica
P10000124347;Busca orgânica
P10000124348;Busca orgânica
P10000124349;Direto
P10000124350;Busca orgânica
P10000124351;Busca orgânica
P10000124352;Google Ads
P10000124353;Direto
P10000124354;Google Ads
P10000124355;Busca orgânica
P10000124356;Google Ads
P10000124357;Email
P10000124358;Google Ads
P10000124359;Busca orgânica
P10000124360;Google Ads
P10000124361;Direto
P10000124362;Email
P10000124363;Busca orgânica
P10000124364;Google Ads
P10000124365;Busca orgânica
P10000124366;Direto
P10000124367;Busca orgânica
P10000124368;Busca orgânica
P10000124369;Direto
P10000124370;Busca orgânica
P10000124371;Referência
P10000124372;Busca orgânica
P10000124373;Busca orgânica
P10000124374;Busca orgânica
P10000124375;Facebook Ads
P10000124376;Busca orgânica
P10000124377;Email
P10000124378;Google Ads
P10000124379;Google Ads
P10000124380;Google Ads
P10000124381;Email
P10000124382;Referência
P10000124383;Busca orgânica
P10000124384;Google Ads
P10000124385;Google Ads
P10000124386;Google Ads
P10000124387;Busca orgânica
P10000124388;Email
P10000124389;Outros
P10000124390;Busca orgânica
P10000124391;Direto
P10000124392;Google Ads
P10000124393;Google Ads
P10000124394;Busca orgânica
P10000124395;Busca orgânica
P10000124396;Referência
P10000124397;Google Ads
P10000124398;Busca orgânica
P10000124399;Busca orgânica
P10000124400;Google Ads
P10000124401;Google Ads
P10000124402;Direto
P10000124403;Busca orgânica
P10000124404;Direto
P10000124405;Referência
P10000124406;Busca orgânica
P10000124407;Busca orgânica
P10000124408;Facebook Ads
P10000124409;
P10000124410;Outros
P10000124411;Email
P10000124412;Busca orgânica
P10000124413;Busca orgânica
P10000124414;Google Ads
P10000124415;
P10000124416;Google Ads
P10000124417;Google Ads
P10000124418;Google Ads
P10000124419;Direto
P10000124420;Google Ads
P10000124421;Email
P10000124422;Google Ads
P10000124423;Busca orgânica
P10000124424;Google Ads
P10000124425;Busca orgânica
P10000124426;Busca orgânica
P10000124427;Busca orgânica
P10000124428;Google Ads
P10000124429;Email
P10000124430;Google Ads
P10000124431;Google Ads
P10000124432;Google Ads
P10000124433;Direto
P10000124434;Direto
P10000124435;Busca orgânica
P10000124436;Google Ads
P10000124437;Outros
P10000124438;Referência
P10000124439;Email
P10000124440;Google Ads
P10000124441;Direto
P10000124442;Email
P10000124443;Google Ads
P10000124444;Busca orgânica
P10000124445;Google Ads
P10000124446;Google Ads
P10000124447;Direto
P10000124448;Facebook Ads
P10000124449;Referência
P10000124450;Google Ads
P10000124451;Busca orgânica
P10000124452;Email
P10000124453;Email
P10000124454;Referência
P10000124455;Email
P10000124456;Direto
P10000124457;Google Ads
P10000124458;Google Ads
P10000124459;Busca orgânica
P10000124460;Google Ads
P10000124461;Busca orgânica
P10000124462;Busca orgânica
P10000124463;Google Ads
P10000124464;Facebook Ads
P10000124465;Busca orgânica
P10000124466;Busca orgânica
P10000124467;Busca orgânica
P10000124468;Direto
P10000124469;Busca orgânica
P10000124470;Busca orgânica
P10000124471;Google Ads
P10000124472;Referência
P10000124473;Busca orgânica
P10000124474;Email
P10000124475;Busca orgânica
P10000124476;Facebook Ads
P10000124477;Google Ads
P10000124478;Google Ads
P10000124479;Direto
P10000124480;Busca orgânica
P10000124481;Google Ads
P10000124482;Google Ads
P10000124483;Busca orgânica
P10000124484;Google Ads
P10000124485;Direto
P10000124486;Referência
P10000124487;Busca orgânica
P10000124488;Busca orgânica
P10000124489;Direto
P10000124490;Direto
P10000124491;Referência
P10000124492;Email
P10000124493;Direto
P10000124494;Google Ads
P10000124495;Busca orgânica
P10000124496;Google Ads
P10000124497;Email
P10000124498;Google Ads
P10000124499;Google Ads
P10000124500;Busca orgânica
P10000124501;Busca orgânica
P10000124502;Busca orgânica
P10000124503;Google Ads
P10000124504;Google Ads
P10000124505;Google Ads
P10000124506;Busca orgânica
P10000124507;Referência
P10000124508;
P10000124509;Google Ads
P10000124510;Email
P10000124511;Google Ads
P10000124512;Google Ads
P10000124513;Busca orgânica
P10000124514;Google Ads
P10000124515;Facebook Ads
P10000124516;Referência
P10000124517;Busca orgânica
P10000124518;Google Ads
P10000124519;Referência
P10000124520;Busca orgânica
P10000124521;Google Ads
P10000124522;Email
P10000124523;Direto
P10000124524;Google Ads
P10000124525;Referência
P10000124526;Email
P10000124527;Google Ads
P10000124528;Busca orgânica
P10000124529;Google Ads
P10000124530;Referência
P10000124531;Google Ads
P10000124532;Google Ads
P10000124533;Direto
P10000124534;Google Ads
P10000124535;Google Ads
P10000124536;Google Ads
P10000124537;Google Ads
P10000124538;Direto
P10000124539;Google Ads
P10000124540;Direto
P10000124541;Direto
P10000124542;Direto
P10000124543;Referência
P10000124544;Direto
P10000124545;Referência
P10000124546;Busca orgânica
P10000124547;Google Ads
P10000124548;
P10000124549;Google Ads
P10000124550;Facebook Ads
P10000124551;Outros
P10000124552;Google Ads
P10000124553;Busca orgânica
P10000124554;Busca orgânica
P10000124555;Google Ads
P10000124556;
P10000124557;Referência
P10000124558;Direto
P10000124559;Busca orgânica
P10000124560;Busca orgânica
P10000124561;Direto
P10000124562;Facebook Ads
P10000124563;Google Ads
P10000124564;Email
P10000124565;Email
P10000124566;Direto
P10000124567;Busca orgânica
P10000124568;Google Ads
P10000124569;Direto
P10000124570;Facebook Ads
P10000124571;Google Ads
P10000124572;Google Ads
P10000124573;Busca orgânica
P10000124574;Google Ads
P10000124575;Google Ads
P10000124576;Outros
P10000124577;Google Ads
P10000124578;Direto
P10000124579;Facebook Ads
P10000124580;Google Ads
P10000124581;Google Ads
P10000124582;Outros
P10000124583;Email
P10000124584;Google Ads
P10000124585;Google Ads
P10000124586;Busca orgânica
P10000124587;Direto
P10000124588;Google Ads
P10000124589;Google Ads
P10000124590;Google Ads
P10000124591;Email
P10000124592;Google Ads
P10000124593;Google Ads
P10000124594;Busca orgânica
P10000124595;Facebook Ads
P10000124596;Direto
P10000124597;Google Ads
P10000124598;Google Ads
P10000124599;Busca orgânica
P10000124600;Busca orgânica
P10000124601;Outros
P10000124602;Facebook Ads
P10000124603;Busca orgânica
P10000124604;Busca orgânica
P10000124605;Google Ads
P10000124606;Google Ads
P10000124607;Google Ads
P10000124608;Email
P10000124609;Google Ads
P10000124610;Google Ads
P10000124611;Busca orgânica
P10000124612;Direto
P10000124613;Google Ads
P10000124614;Busca orgânica
P10000124615;Busca orgânica
P10000124616;Referência
P10000124617;Busca orgânica
P10000124618;Direto
P10000124619;Google Ads
P10000124620;Busca orgânica
P10000124621;Email
P10000124622;Google Ads
P10000124623;Busca orgânica
P10000124624;Google Ads
P10000124625;Google Ads
P10000124626;Facebook Ads
P10000124627;
P10000124628;
P10000124629;Direto
P10000124630;Direto
P10000124631;Busca orgânica
P10000124632;Google Ads
P10000124633;Google Ads
P10000124634;Google Ads
P10000124635;Google Ads
P10000124636;Google Ads
P10000124637;Outros
P10000124638;Busca orgânica
P10000124639;Google Ads
P10000124640;Busca orgânica
P10000124641;Direto
P10000124642;Email
P10000124643;Email
P10000124644;Busca orgânica
P10000124645;Google Ads
P10000124646;Direto
P10000124647;Google Ads
P10000124648;Google Ads
P10000124649;Direto
P10000124650;Google Ads
P10000124651;Google Ads
P10000124652;Google Ads
P10000124653;Busca orgânica
P10000124654;Google Ads
P10000124655;Referência
P10000124656;Busca orgânica
P10000124657;Google Ads
P10000124658;Busca orgânica
P10000124659;Email
P10000124660;Email
P10000124661;Google Ads
P10000124662;Email
P10000124663;Google Ads
P10000124664;Busca orgânica
P10000124665;Google Ads
P10000124666;Busca orgânica
P10000124667;Referência
P10000124668;Google Ads
P10000124669;Busca orgânica
P10000124670;Google Ads
P10000124671;Busca orgânica
P10000124672;Email
P10000124673;Busca orgânica
P10000124674;Direto
P10000124675;Google Ads
P10000124676;Google Ads
P10000124677;Google Ads
P10000124678;Google Ads
P10000124679;Google Ads
P10000124680;Google Ads
P10000124681;Email
P10000124682;Email
P10000124683;Google Ads
P10000124684;Google Ads
P10000124685;Google Ads
P10000124686;Email
P10000124687;Google Ads
P10000124688;Busca orgânica
P10000124689;Google Ads
P10000124690;Google Ads
P10000124691;Google Ads
P10000124692;Google Ads
P10000124693;Email
P10000124694;Google Ads
P10000124695;Google Ads
P10000124696;Referência
P10000124697;Google Ads
P10000124698;Email
P10000124699;Google Ads
P10000124700;Busca orgânica
P10000124701;Google Ads
P10000124702;Google Ads
P10000124703;Google Ads
P10000124704;Email
P10000124705;Busca orgânica
P10000124706;Google Ads
P10000124707;Google Ads
P10000124708;Busca orgânica
P10000124709;Outros
P10000124710;Google Ads
P10000124711;Google Ads
P10000124712;Email
P10000124713;Google Ads
P10000124714;Email
P10000124715;Google Ads
P10000124716;Google Ads
P10000124717;Email
P10000124718;Email
P10000124719;Email
P10000124720;Google Ads
P10000124721;Referência
P10000124722;Email
P10000124723;Google Ads
P10000124724;Referência
P10000124725;Google Ads
P10000124726;Google Ads
P10000124727;Google Ads
P10000124728;Google Ads
P10000124729;Referência
P10000124730;Google Ads
P10000124731;Email
P10000124732;Email
P10000124733;Email
P10000124734;Direto
P10000124735;Email
P10000124736;Google Ads
P10000124737;Facebook Ads
P10000124738;Google Ads
P10000124739;Busca orgânica
P10000124740;Google Ads
P10000124741;Facebook Ads
P10000124742;Email
P10000124743;Google Ads
P10000124744;Busca orgânica
P10000124745;Direto
P10000124746;Google Ads
P10000124747;Facebook Ads
P10000124748;Google Ads
P10000124749;Google Ads
P10000124750;Busca orgânica
P10000124751;Google Ads
P10000124752;Email
P10000124753;
P10000124754;Google Ads
P10000124755;Google Ads
P10000124756;Google Ads
P10000124757;Busca orgânica
P10000124758;Google Ads
P10000124759;Facebook Ads
P10000124760;Google Ads
P10000124761;Google Ads
P10000124762;Direto
P10000124763;Google Ads
P10000124764;Busca orgânica
P10000124765;Direto
P10000124766;Busca orgânica
P10000124767;Google Ads
P10000124768;Google Ads
P10000124769;Google Ads
P10000124770;Google Ads
P10000124771;Referência
P10000124772;Busca orgânica
P10000124773;Facebook Ads
P10000124774;Busca orgânica
P10000124775;Busca orgânica
P10000124776;Direto
P10000124777;Google Ads
P10000124778;Direto
P10000124779;Busca orgânica
P10000124780;Referência
P10000124781;Email
P10000124782;Email
P10000124783;Busca orgânica
P10000124784;Google Ads
P10000124785;Busca orgânica
P10000124786;Email
P10000124787;Direto
P10000124788;Direto
P10000124789;Busca orgânica
P10000124790;Busca orgânica
P10000124791;Email
P10000124792;Direto
P10000124793;Busca orgânica
P10000124794;Busca orgânica
P10000124795;Google Ads
P10000124796;Busca orgânica
P10000124797;Google Ads
P10000124798;Google Ads
P10000124799;Google Ads
P10000124800;Direto
P10000124801;Google Ads
P10000124802;Busca orgânica
P10000124803;Busca orgânica
P10000124804;Busca orgânica
P10000124805;Busca orgânica
P10000124806;Google Ads
P10000124807;Google Ads
P10000124808;Direto
P10000124809;Google Ads
P10000124810;Direto
P10000124811;Busca orgânica
P10000124812;Busca orgânica
P10000124813;Outros
P10000124814;Referência
P10000124815;Referência
P10000124816;Busca orgânica
P10000124817;Facebook Ads
P10000124818;Google Ads
P10000124819;Google Ads
P10000124820;Email
P10000124821;
P10000124822;Busca orgânica
P10000124823;Google Ads
P10000124824;Google Ads
P10000124825;Google Ads
P10000124826;Google Ads
P10000124827;Google Ads
P10000124828;Google Ads
P10000124829;Google Ads
P10000124830;Outros
P10000124831;Busca orgânica
P10000124832;Google Ads
P10000124833;Google Ads
P10000124834;Facebook Ads
P10000124835;Google Ads
P10000124836;Busca orgânica
P10000124837;Google Ads
P10000124838;Busca orgânica
P10000124839;Google Ads
P10000124840;Google Ads
P10000124841;Google Ads
P10000124842;Direto
P10000124843;Busca orgânica
P10000124844;Google Ads
P10000124845;
P10000124846;Google Ads
P10000124847;Google Ads
P10000124848;Google Ads
P10000124849;Google Ads
P10000124850;Busca orgânica
P10000124851;Google Ads
P10000124852;Google Ads
P10000124853;Busca orgânica
P10000124854;Busca orgânica
P10000124855;Google Ads
P10000124856;Busca orgânica
P10000124857;Google Ads
P10000124858;Email
P10000124859;Busca orgânica
P10000124860;
P10000124861;Busca orgânica
P10000124862;
P10000124863;Email
P10000124864;Direto
P10000124865;Email
P10000124866;Busca orgânica
P10000124867;Busca orgânica
P10000124868;Busca orgânica
P10000124869;Busca orgânica
P10000124870;Referência
P10000124871;Busca orgânica
P10000124872;Busca orgânica
P10000124873;Direto
P10000124874;Busca orgânica
P10000124875;Google Ads
P10000124876;Google Ads
P10000124877;Busca orgânica
P10000124878;Referência
P10000124879;Busca orgânica
P10000124880;Google Ads
P10000124881;Busca orgânica
P10000124882;Google Ads
P10000124883;Referência
P10000124884;Google Ads
P10000124885;Direto
P10000124886;Google Ads
P10000124887;Google Ads
P10000124888;Referência
P10000124889;Google Ads
P10000124890;Google Ads
P10000124891;Email
P10000124892;Busca orgânica
P10000124893;Busca orgânica
P10000124894;Google Ads
P10000124895;Google Ads
P10000124896;Google Ads
P10000124897;Google Ads
P10000124898;Busca orgânica
P10000124899;
P10000124900;Google Ads
P10000124901;Google Ads
P10000124902;Google Ads
P10000124903;Busca orgânica
P10000124904;Google Ads
P10000124905;Google Ads
P10000124906;Busca orgânica
P10000124907;Google Ads
P10000124908;Google Ads
P10000124909;Busca orgânica
P10000124910;Google Ads
P10000124911;Busca orgânica
